_id,ArtistName,TrackName,Popularity,Genres,danceability,energy,speechiness,instrumentalness,valence,duration_ms
0EFQ6qhrA7cdFAA30kZq6o,Yuri Tanaka,プラスティック・ラブ,42,['classic city pop'],0.6730337078651686,0.8538219470104558,0.0129712902109996,5.6852791878172585e-06,0.806189434198187,305960
2NJGAT43AvS7BQvn2017yS,John Maus,Hey Moon,48,"['art pop', 'baroque pop', 'chillwave', 'experimental pop']",0.5696629213483146,0.6365851182621054,0.0015565548253199,0.6426395939086295,0.229967698239033,248707
0Pie5DFAHHxpkONFUsAI6s,Nirvana,Aneurysm,64,"['grunge', 'permanent wave', 'rock']",0.2606741573033708,0.8233681859709674,0.0999654098927706,7.644670050761422e-05,0.2247577367927477,275600
4LfGHdrxN7MIohy3BLhAIP,72-HOUR POST FIGHT,HANG,6,['milan indie'],0.2707865168539326,0.584813724494975,0.0345901072293324,0.499492385786802,0.0997186620819006,313000
5VEY0m5OyyNsSi9dwx56Vj,Quercia,Lynch,27,"['italian emo', 'italian indie pop', 'italian post-hardcore', 'sardinia indie']",0.6584269662921349,0.5523297127195209,0.0022483569699066,3.573604060913706e-05,0.1726581223298947,187453
2XzTfbvUZlZELFEDsUdOXk,extremely bad man,Saturday,50,[],0.507865168539326,0.6203431123743782,0.0185057073676928,5.644670050761421e-05,0.5123476086276961,211369
3SVS50W5TyaH9BLSwyKLOX,I Cani,Baby soldato,34,"['italian alternative', 'italian indie pop', 'rome indie']",0.6617977528089889,0.6000406050147192,0.0332065029401591,0.0008304568527918,0.440450140668959,240387
0TMM4b7iMRWqIrigruGbzO,Fast Animals and Slow Kids,Coperta,34,"['italian alternative', 'italian indie pop']",0.3325842696629214,0.9319866003451428,0.0511933586994119,9.279187817258882e-05,0.299781181619256,187787
1i6N76fftMZhijOzFQ5ZtL,Talking Heads,Psycho Killer - 2005 Remaster,76,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",0.7359550561797753,0.5168003248401177,0.0648564510549982,0.0055329949238578,0.9614462852974888,261413
5fZzVh0zWOh5bDH9bcWZrO,Stormo,Delle Nostre Vite Appese,14,"['italian emo', 'italian hardcore', 'italian post-hardcore']",0.1404494382022472,0.9756369911684092,0.2736077481840194,0.9015228426395938,0.2174637907679483,129384
2Ko4x3rosTv1BIsCID6LTV,chiello,Acqua Salata,54,"['italian hip hop', 'italian indie pop']",0.6483146067415732,0.5959801035427875,0.0119335869941196,1.9390862944162437e-06,0.6269667604459728,229175
1pvl38FzLH5X9wbb3NhGD5,I Cani,Lexotan,39,"['italian alternative', 'italian indie pop', 'rome indie']",0.398876404494382,0.6071464825905999,0.3998616395710827,0.0306598984771573,0.1195165155777847,290733
4qcCLeyLY7StXyXNQASdEf,It Looks Sad.,Radical,39,"['alternative emo', 'charlotte nc indie', 'dreamo', 'emo', 'indie garage rock', 'midwest emo', 'north carolina emo']",0.398876404494382,0.9330017257131256,0.0652023521272915,0.0179695431472081,0.3550067729498801,194480
6IY2y3kjjLaNbxW4GLiYQR,Hopsin,Ill Mind of Hopsin 8,55,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",0.7606741573033708,0.7868236727235813,0.5607056381874784,0.0,0.7197040741898508,390005
68R9i9vy4JajpEe0Au6SS6,Coma_Cose,Post Concerto,44,"['italian indie pop', 'milan indie']",0.7471910112359551,0.8771698304740635,0.0276720857834659,0.0,0.5852870688756902,187000
4GmAbS66IeqrxfrenikOLd,ISIDE,Delta,13,"['bergamo indie', 'italian indie pop', 'r&b italiano']",0.5404494382022472,0.6903867627652014,0.0956416464891041,0.0,0.5415233927268939,159648
